110328,0,8
110328,1,0
110328,2,5
110328,3,8
110328,4,1
110328,5,7
110328,6,2
110328,7,7
110328,8,2
110328,9,4
110328,10,7
110328,11,8
110328,12,0
110328,13,2
110328,14,3
101576,0,2
101576,1,1
101576,2,4
101576,3,7
101576,4,2
101576,5,8
101576,6,2
101576,7,8
101576,8,4
101576,9,0
101576,10,4
101576,11,4
101576,12,4
101576,13,3
101576,14,6
107245,0,6
107245,1,2
107245,2,1
107245,3,4
107245,4,4
107245,5,0
107245,6,5
107245,7,7
107245,8,4
107245,9,3
107245,10,4
107245,11,6
107245,12,8
107245,13,1
107245,14,6
106338,0,7
106338,1,7
106338,2,0
106338,3,2
106338,4,1
106338,5,1
106338,6,5
106338,7,2
106338,8,7
106338,9,0
106338,10,7
106338,11,4
106338,12,8
106338,13,4
106338,14,7
101975,0,2
101975,1,1
101975,2,3
101975,3,2
101975,4,8
101975,5,5
101975,6,5
101975,7,6
101975,8,2
101975,9,3
101975,10,1
101975,11,5
101975,12,1
101975,13,5
101975,14,8
108628,0,3
108628,1,4
108628,2,8
108628,3,3
108628,4,5
108628,5,0
108628,6,1
108628,7,1
108628,8,7
108628,9,0
108628,10,4
108628,11,3
108628,12,1
108628,13,6
108628,14,6
106978,0,8
106978,1,4
106978,2,7
106978,3,4
106978,4,5
106978,5,4
106978,6,7
106978,7,8
106978,8,1
106978,9,4
106978,10,1
106978,11,6
106978,12,4
106978,13,4
106978,14,7
102914,0,0
102914,1,2
102914,2,8
102914,3,0
102914,4,6
102914,5,7
102914,6,1
102914,7,7
102914,8,8
102914,9,5
102914,10,2
102914,11,5
102914,12,7
102914,13,8
102914,14,7
102159,0,2
102159,1,5
102159,2,7
102159,3,0
102159,4,3
102159,5,4
102159,6,5
102159,7,1
102159,8,8
102159,9,3
102159,10,2
102159,11,5
102159,12,2
102159,13,4
102159,14,7
101886,0,5
101886,1,7
101886,2,3
101886,3,4
101886,4,8
101886,5,6
101886,6,6
101886,7,8
101886,8,1
101886,9,6
101886,10,7
101886,11,7
101886,12,7
101886,13,4
101886,14,8
102858,0,6
102858,1,0
102858,2,6
102858,3,8
102858,4,7
102858,5,3
102858,6,0
102858,7,2
102858,8,8
102858,9,6
102858,10,2
102858,11,8
102858,12,2
102858,13,7
102858,14,2
102475,0,6
102475,1,2
102475,2,4
102475,3,8
102475,4,5
102475,5,8
102475,6,5
102475,7,8
102475,8,3
102475,9,6
102475,10,2
102475,11,4
102475,12,3
102475,13,4
102475,14,7
101475,0,3
101475,1,3
101475,2,2
101475,3,1
101475,4,5
101475,5,8
101475,6,6
101475,7,4
101475,8,0
101475,9,4
101475,10,3
101475,11,5
101475,12,2
101475,13,8
101475,14,7
108240,0,3
108240,1,8
108240,2,8
108240,3,0
108240,4,6
108240,5,1
108240,6,6
108240,7,3
108240,8,2
108240,9,7
108240,10,6
108240,11,4
108240,12,1
108240,13,5
108240,14,2
109468,0,5
109468,1,5
109468,2,8
109468,3,2
109468,4,8
109468,5,0
109468,6,7
109468,7,0
109468,8,3
109468,9,2
109468,10,4
109468,11,8
109468,12,8
109468,13,4
109468,14,5
101024,0,5
101024,1,7
101024,2,7
101024,3,2
101024,4,1
101024,5,5
101024,6,6
101024,7,2
101024,8,8
101024,9,0
101024,10,8
101024,11,5
101024,12,6
101024,13,4
101024,14,1
110679,0,2
110679,1,5
110679,2,1
110679,3,2
110679,4,7
110679,5,6
110679,6,7
110679,7,3
110679,8,7
110679,9,6
110679,10,1
110679,11,2
110679,12,5
110679,13,1
110679,14,3
107403,0,5
107403,1,6
107403,2,4
107403,3,2
107403,4,8
107403,5,0
107403,6,2
107403,7,4
107403,8,7
107403,9,7
107403,10,7
107403,11,2
107403,12,6
107403,13,1
107403,14,1
110025,0,5
110025,1,1
110025,2,5
110025,3,4
110025,4,4
110025,5,3
110025,6,2
110025,7,0
110025,8,5
110025,9,6
110025,10,3
110025,11,4
110025,12,2
110025,13,6
110025,14,1
107161,0,8
107161,1,4
107161,2,1
107161,3,8
107161,4,0
107161,5,5
107161,6,8
107161,7,3
107161,8,6
107161,9,3
107161,10,5
107161,11,6
107161,12,0
107161,13,1
107161,14,3
110786,0,8
110786,1,8
110786,2,6
110786,3,8
110786,4,8
110786,5,8
110786,6,6
110786,7,5
110786,8,3
110786,9,1
110786,10,4
110786,11,3
110786,12,4
110786,13,1
110786,14,8
107485,0,4
107485,1,5
107485,2,5
107485,3,0
107485,4,6
107485,5,3
107485,6,1
107485,7,6
107485,8,0
107485,9,1
107485,10,0
107485,11,1
107485,12,2
107485,13,6
107485,14,5
102247,0,8
102247,1,0
102247,2,4
102247,3,7
102247,4,8
102247,5,0
102247,6,5
102247,7,4
102247,8,2
102247,9,1
102247,10,2
102247,11,2
102247,12,4
102247,13,8
102247,14,3
110152,0,6
110152,1,8
110152,2,3
110152,3,3
110152,4,4
110152,5,3
110152,6,4
110152,7,7
110152,8,5
110152,9,3
110152,10,5
110152,11,7
110152,12,0
110152,13,0
110152,14,4
104267,0,2
104267,1,5
104267,2,7
104267,3,6
104267,4,6
104267,5,2
104267,6,7
104267,7,5
104267,8,2
104267,9,0
104267,10,1
104267,11,4
104267,12,1
104267,13,7
104267,14,5
102818,0,4
102818,1,3
102818,2,1
102818,3,0
102818,4,6
102818,5,0
102818,6,8
102818,7,2
102818,8,1
102818,9,6
102818,10,7
102818,11,6
102818,12,5
102818,13,5
102818,14,0
103639,0,1
103639,1,7
103639,2,8
103639,3,7
103639,4,4
103639,5,0
103639,6,7
103639,7,5
103639,8,0
103639,9,7
103639,10,4
103639,11,8
103639,12,1
103639,13,2
103639,14,6
107397,0,3
107397,1,6
107397,2,1
107397,3,0
107397,4,5
107397,5,4
107397,6,1
107397,7,0
107397,8,7
107397,9,4
107397,10,6
107397,11,2
107397,12,3
107397,13,5
107397,14,5
104059,0,0
104059,1,7
104059,2,3
104059,3,2
104059,4,8
104059,5,6
104059,6,1
104059,7,1
104059,8,1
104059,9,2
104059,10,1
104059,11,4
104059,12,5
104059,13,6
104059,14,8
104629,0,6
104629,1,1
104629,2,3
104629,3,8
104629,4,3
104629,5,8
104629,6,7
104629,7,4
104629,8,1
104629,9,5
104629,10,5
104629,11,0
104629,12,2
104629,13,7
104629,14,4
108876,0,8
108876,1,5
108876,2,0
108876,3,1
108876,4,8
108876,5,4
108876,6,7
108876,7,5
108876,8,2
108876,9,4
108876,10,7
108876,11,1
108876,12,2
108876,13,5
108876,14,7
110785,0,2
110785,1,1
110785,2,8
110785,3,6
110785,4,3
110785,5,8
110785,6,3
110785,7,5
110785,8,7
110785,9,7
110785,10,3
110785,11,0
110785,12,7
110785,13,3
110785,14,7
109900,0,7
109900,1,7
109900,2,5
109900,3,2
109900,4,4
109900,5,6
109900,6,7
109900,7,3
109900,8,8
109900,9,8
109900,10,4
109900,11,0
109900,12,3
109900,13,5
109900,14,5
105979,0,5
105979,1,0
105979,2,8
105979,3,1
105979,4,2
105979,5,7
105979,6,4
105979,7,1
105979,8,1
105979,9,7
105979,10,3
105979,11,7
105979,12,1
105979,13,7
105979,14,7
104592,0,6
104592,1,8
104592,2,5
104592,3,5
104592,4,7
104592,5,6
104592,6,7
104592,7,1
104592,8,4
104592,9,5
104592,10,3
104592,11,7
104592,12,2
104592,13,0
104592,14,6
101794,0,5
101794,1,1
101794,2,7
101794,3,5
101794,4,4
101794,5,4
101794,6,0
101794,7,6
101794,8,8
101794,9,5
101794,10,5
101794,11,7
101794,12,8
101794,13,7
101794,14,8
108092,0,4
108092,1,0
108092,2,1
108092,3,2
108092,4,7
108092,5,2
108092,6,5
108092,7,1
108092,8,7
108092,9,1
108092,10,1
108092,11,7
108092,12,8
108092,13,5
108092,14,2
106948,0,7
106948,1,2
106948,2,1
106948,3,4
106948,4,0
106948,5,4
106948,6,5
106948,7,7
106948,8,5
106948,9,4
106948,10,0
106948,11,6
106948,12,6
106948,13,2
106948,14,1
107004,0,3
107004,1,5
107004,2,8
107004,3,6
107004,4,5
107004,5,4
107004,6,0
107004,7,7
107004,8,6
107004,9,0
107004,10,5
107004,11,4
107004,12,2
107004,13,8
107004,14,6
105549,0,5
105549,1,6
105549,2,0
105549,3,0
105549,4,6
105549,5,3
105549,6,0
105549,7,8
105549,8,6
105549,9,8
105549,10,8
105549,11,4
105549,12,0
105549,13,5
105549,14,7
108483,0,0
108483,1,6
108483,2,8
108483,3,3
108483,4,1
108483,5,0
108483,6,0
108483,7,2
108483,8,5
108483,9,8
108483,10,8
108483,11,3
108483,12,4
108483,13,2
108483,14,4
109302,0,3
109302,1,5
109302,2,8
109302,3,5
109302,4,2
109302,5,7
109302,6,4
109302,7,4
109302,8,2
109302,9,1
109302,10,4
109302,11,6
109302,12,0
109302,13,4
109302,14,3
107056,0,7
107056,1,6
107056,2,0
107056,3,8
107056,4,4
107056,5,0
107056,6,7
107056,7,8
107056,8,6
107056,9,5
107056,10,0
107056,11,2
107056,12,8
107056,13,7
107056,14,2
108550,0,4
108550,1,5
108550,2,6
108550,3,2
108550,4,0
108550,5,4
108550,6,8
108550,7,1
108550,8,8
108550,9,6
108550,10,2
108550,11,4
108550,12,1
108550,13,0
108550,14,1
106039,0,6
106039,1,8
106039,2,6
106039,3,8
106039,4,5
106039,5,1
106039,6,2
106039,7,1
106039,8,8
106039,9,4
106039,10,8
106039,11,4
106039,12,4
106039,13,8
106039,14,5
104721,0,3
104721,1,7
104721,2,7
104721,3,3
104721,4,4
104721,5,1
104721,6,3
104721,7,7
104721,8,8
104721,9,3
104721,10,2
104721,11,0
104721,12,3
104721,13,6
104721,14,3
102658,0,4
102658,1,1
102658,2,0
102658,3,8
102658,4,1
102658,5,3
102658,6,1
102658,7,1
102658,8,0
102658,9,8
102658,10,4
102658,11,7
102658,12,3
102658,13,1
102658,14,4
104851,0,3
104851,1,7
104851,2,1
104851,3,2
104851,4,6
104851,5,5
104851,6,0
104851,7,7
104851,8,7
104851,9,8
104851,10,8
104851,11,1
104851,12,1
104851,13,4
104851,14,2
109300,0,3
109300,1,1
109300,2,7
109300,3,8
109300,4,4
109300,5,4
109300,6,2
109300,7,4
109300,8,5
109300,9,3
109300,10,0
109300,11,6
109300,12,1
109300,13,7
109300,14,2
110358,0,4
110358,1,6
110358,2,8
110358,3,5
110358,4,1
110358,5,3
110358,6,6
110358,7,6
110358,8,8
110358,9,3
110358,10,2
110358,11,2
110358,12,1
110358,13,0
110358,14,8
105630,0,1
105630,1,3
105630,2,4
105630,3,5
105630,4,7
105630,5,1
105630,6,8
105630,7,3
105630,8,3
105630,9,4
105630,10,4
105630,11,3
105630,12,7
105630,13,7
105630,14,5
107293,0,7
107293,1,1
107293,2,2
107293,3,2
107293,4,4
107293,5,6
107293,6,5
107293,7,2
107293,8,5
107293,9,3
107293,10,1
107293,11,7
107293,12,2
107293,13,4
107293,14,0
102076,0,7
102076,1,8
102076,2,2
102076,3,0
102076,4,8
102076,5,4
102076,6,6
102076,7,4
102076,8,0
102076,9,5
102076,10,7
102076,11,3
102076,12,6
102076,13,7
102076,14,4
106650,0,2
106650,1,0
106650,2,0
106650,3,5
106650,4,5
106650,5,7
106650,6,1
106650,7,6
106650,8,2
106650,9,8
106650,10,1
106650,11,1
106650,12,6
106650,13,7
106650,14,2
108554,0,7
108554,1,8
108554,2,8
108554,3,6
108554,4,8
108554,5,5
108554,6,2
108554,7,3
108554,8,1
108554,9,4
108554,10,7
108554,11,1
108554,12,5
108554,13,7
108554,14,4
104242,0,3
104242,1,7
104242,2,1
104242,3,3
104242,4,4
104242,5,1
104242,6,7
104242,7,4
104242,8,5
104242,9,5
104242,10,5
104242,11,3
104242,12,3
104242,13,4
104242,14,7
105507,0,1
105507,1,1
105507,2,2
105507,3,5
105507,4,6
105507,5,6
105507,6,7
105507,7,7
105507,8,2
105507,9,1
105507,10,5
105507,11,7
105507,12,4
105507,13,7
105507,14,5
110470,0,1
110470,1,4
110470,2,7
110470,3,4
110470,4,6
110470,5,0
110470,6,5
110470,7,1
110470,8,3
110470,9,8
110470,10,1
110470,11,8
110470,12,5
110470,13,0
110470,14,2
110960,0,7
110960,1,3
110960,2,0
110960,3,7
110960,4,7
110960,5,2
110960,6,5
110960,7,0
110960,8,2
110960,9,1
110960,10,2
110960,11,1
110960,12,7
110960,13,1
110960,14,6
110341,0,0
110341,1,8
110341,2,1
110341,3,3
110341,4,7
110341,5,3
110341,6,7
110341,7,1
110341,8,3
110341,9,3
110341,10,5
110341,11,2
110341,12,0
110341,13,4
110341,14,8
101027,0,0
101027,1,3
101027,2,8
101027,3,5
101027,4,0
101027,5,6
101027,6,7
101027,7,7
101027,8,7
101027,9,4
101027,10,5
101027,11,4
101027,12,1
101027,13,6
101027,14,4
102998,0,8
102998,1,3
102998,2,6
102998,3,3
102998,4,1
102998,5,8
102998,6,2
102998,7,4
102998,8,7
102998,9,4
102998,10,6
102998,11,8
102998,12,2
102998,13,7
102998,14,4
105051,0,0
105051,1,5
105051,2,0
105051,3,2
105051,4,3
105051,5,7
105051,6,7
105051,7,2
105051,8,0
105051,9,7
105051,10,5
105051,11,4
105051,12,8
105051,13,2
105051,14,0
102629,0,4
102629,1,3
102629,2,5
102629,3,6
102629,4,3
102629,5,8
102629,6,7
102629,7,6
102629,8,0
102629,9,2
102629,10,2
102629,11,1
102629,12,1
102629,13,8
102629,14,6
106729,0,1
106729,1,2
106729,2,0
106729,3,7
106729,4,6
106729,5,2
106729,6,2
106729,7,4
106729,8,2
106729,9,0
106729,10,6
106729,11,1
106729,12,0
106729,13,1
106729,14,3
107682,0,8
107682,1,3
107682,2,0
107682,3,2
107682,4,7
107682,5,1
107682,6,3
107682,7,5
107682,8,6
107682,9,0
107682,10,0
107682,11,8
107682,12,4
107682,13,0
107682,14,5
105585,0,4
105585,1,2
105585,2,5
105585,3,1
105585,4,4
105585,5,3
105585,6,3
105585,7,8
105585,8,2
105585,9,1
105585,10,2
105585,11,7
105585,12,7
105585,13,5
105585,14,3
110465,0,7
110465,1,7
110465,2,6
110465,3,8
110465,4,5
110465,5,8
110465,6,2
110465,7,7
110465,8,7
110465,9,2
110465,10,4
110465,11,3
110465,12,3
110465,13,4
110465,14,5
106018,0,5
106018,1,5
106018,2,5
106018,3,0
106018,4,8
106018,5,6
106018,6,7
106018,7,8
106018,8,1
106018,9,1
106018,10,5
106018,11,3
106018,12,7
106018,13,3
106018,14,1
102847,0,8
102847,1,1
102847,2,3
102847,3,2
102847,4,1
102847,5,1
102847,6,6
102847,7,8
102847,8,2
102847,9,2
